Seed,Test Accuracy,Test Error,Macro F1,Balanced Accuracy
42,0.921751968503937,0.07824803149606296,0.9351427170619537,0.9350184553789765
123,0.921751968503937,0.07824803149606296,0.9351427170619537,0.9350184553789765
456,0.9207677165354331,0.0792322834645669,0.9341522384160189,0.9339362042967254
