Seed,Best Epoch,Test Accuracy,Test Error,Macro F1,Balanced Accuracy
42,159,0.9207677165354331,0.0792322834645669,0.9348852201973685,0.9348041869641087
123,142,0.922736220472441,0.07726377952755903,0.9361260700531979,0.9367552300615084
456,89,0.9232283464566929,0.07677165354330706,0.9365148117641343,0.9369104379637625
