Seed,Final Hidden Units,Test Accuracy,Test Error,Macro F1,Balanced Accuracy
42,21,0.7363013698630136,0.26369863013698636,0.7516250107133254,0.7456354317887488
123,21,0.7534246575342466,0.2465753424657534,0.7602085770771837,0.749721607329137
456,21,0.7226027397260274,0.2773972602739726,0.7388517314973878,0.7225567976856482
